ihbar,olay_turu,oncelik,birim,ilce,mahalle,lat,lon,ihbar_metni
Sarıyer Emirgan Mahallesi Barbaros Bulvarı Menekşe Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Kritik,İtfaiye,Sarıyer,Emirgan,41.14726,29.049282,
Ümraniye Namık Kemal Mahallesi Kennedy Caddesi Mimar Sinan Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Kritik,AFAD,Ümraniye,Namık Kemal,41.029732,29.112453,
Kartal Hürriyet Mahallesi Bağdat Caddesi Karanfil Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Kritik,İtfaiye,Kartal,Hürriyet,40.892208,29.195198,
Kağıthane Merkez Mahallesi Halaskargazi Caddesi Lale Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Kritik,Kurtarma Ekipleri,Kağıthane,Merkez,41.081623,28.984249,
Sarıyer Rumeli Feneri Mahallesi Mecidiyeköy Yolu Karanfil Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Yüksek,Trafik Ekipleri,Sarıyer,Rumeli Feneri,41.182392,29.034132,
Gaziosmanpaşa Pazariçi Mahallesi Kadıköy Caddesi Papatya Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Yüksek,Yol Bakım ve Altyapı,Gaziosmanpaşa,Pazariçi,41.072834,28.935838,
Ataşehir Yenisahra Mahallesi Cumhuriyet Caddesi Karanfil Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Kritik,Sağlık Ekipleri,Ataşehir,Yenisahra,41.001287,29.126259,
Beylikdüzü Barış Mahallesi Kadıköy Caddesi Karanfil Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Kritik,Kurtarma Ekipleri,Beylikdüzü,Barış,40.986821,28.624862,
Kadıköy Bostancı Mahallesi Sahil Yolu Karanfil Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Orta,AFAD,Kadıköy,Bostancı,41.006714,29.037,
"Çatalca Kaleiçi Mahallesi Kennedy Caddesi Güneş Sokak yakınlarında bölgesinde dere taştı, evlere su girdi. Acil tahliye gerekiyor.",Sel Baskını,Yüksek,AFAD,Çatalca,Kaleiçi,41.15172,28.477627,
Silivri Cumhuriyet Mahallesi Bağdat Caddesi Güneş Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Yüksek,AFAD,Silivri,Cumhuriyet,41.077948,28.240306,
Eyüpsultan Defterdar Mahallesi İstiklal Caddesi Papatya Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Yüksek,İtfaiye,Eyüpsultan,Defterdar,41.036541,28.927838,
Sancaktepe Meclis Mahallesi Taksim Meydanı Yunus Emre Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Kritik,AFAD,Sancaktepe,Meclis,40.998542,29.230695,
"Ataşehir Yenisahra Mahallesi Vatan Caddesi Güneş Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,İGDAŞ,Ataşehir,Yenisahra,40.981967,29.123062,
Fatih Aksaray Mahallesi Bağdat Caddesi Lale Sokak yakınlarında'de deprem nedeniyle bina çökmesi meydana geldi. Kurtarma ekipleri talep ediliyor.,Deprem,Kritik,AFAD,Fatih,Aksaray,41.010373,28.953272,
Sultangazi Gazi Mahallesi Kennedy Caddesi Lale Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Kritik,Trafik Ekipleri,Sultangazi,Gazi,41.084191,28.876256,
"Silivri Fatih Mahallesi İstiklal Caddesi Güneş Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Kritik,Kurtarma Ekipleri,Silivri,Fatih,41.079916,28.258071,
Çatalca Yalıköy Mahallesi Barbaros Bulvarı Yıldız Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Yüksek,Yol Bakım ve Altyapı,Çatalca,Yalıköy,41.135229,28.465438,
Beyoğlu Karaköy Mahallesi İstiklal Caddesi Lale Sokak yakınlarında'de şiddetli yağış sonrası heyelan riski oluştu. Bölge boşaltılmalı.,Heyelan,Yüksek,AFAD,Beyoğlu,Karaköy,41.019935,28.975337,
"Kadıköy Suadiye Mahallesi Mecidiyeköy Yolu Yıldız Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Yüksek,AFAD,Kadıköy,Suadiye,40.981381,29.022277,
Kağıthane Harmantepe Mahallesi Cumhuriyet Caddesi 5. Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Kritik,AFAD,Kağıthane,Harmantepe,41.081095,28.979094,
Adalar Büyükada Mahallesi Mecidiyeköy Yolu Çiçek Sokak yakınlarında'de şiddetli yağış sonrası heyelan riski oluştu. Bölge boşaltılmalı.,Heyelan,Kritik,Kurtarma Ekipleri,Adalar,Büyükada,40.869385,29.071441,
"Sultanbeyli Fatih Mahallesi Atatürk Caddesi Lale Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Kritik,İtfaiye,Sultanbeyli,Fatih,40.949302,29.277837,
Bakırköy Ataköy Mahallesi İstiklal Caddesi 5. Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Kritik,İtfaiye,Bakırköy,Ataköy,40.968867,28.886196,
Bağcılar Fevzi Çakmak Mahallesi Bağdat Caddesi Güneş Sokak yakınlarında mahallesinde uzun süredir su kesintisi yaşanıyor. Vatandaşlar şikayetçi.,Altyapı Arızası,Orta,İSKİ,Bağcılar,Fevzi Çakmak,41.032115,28.862586,
Beykoz Anadolu Hisarı Mahallesi Sahil Yolu 3. Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Kritik,Yol Bakım ve Altyapı,Beykoz,Anadolu Hisarı,41.121918,29.113974,
"Pendik Esenyalı Mahallesi Cumhuriyet Caddesi Atatürk Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Yüksek,AFAD,Pendik,Esenyalı,40.861901,29.242946,
Pendik Güzelyalı Mahallesi Cumhuriyet Caddesi Yunus Emre Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Yüksek,Yol Bakım ve Altyapı,Pendik,Güzelyalı,40.876802,29.242368,
Sarıyer İstinye Mahallesi Vatan Caddesi Orkide Sokak yakınlarında'de ana su borusu patladı. Sokak su altında kaldı.,Altyapı Arızası,Orta,İGDAŞ,Sarıyer,İstinye,41.163,29.033965,
Üsküdar Bulgurlu Mahallesi Millet Caddesi Güneş Sokak yakınlarında mahallesinde su baskını nedeniyle elektrik kesintisi yaşanıyor.,Sel Baskını,Yüksek,İtfaiye,Üsküdar,Bulgurlu,41.00443,29.019003,
Sancaktepe Yenidoğan Mahallesi Bağdat Caddesi Lale Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Kritik,Yol Bakım ve Altyapı,Sancaktepe,Yenidoğan,41.006471,29.247112,
Fatih Karagümrük Mahallesi Millet Caddesi Lale Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Kritik,Yol Bakım ve Altyapı,Fatih,Karagümrük,41.030621,28.930288,
"Maltepe Girne Mahallesi Kadıköy Caddesi Karanfil Sokak yakınlarında'de şiddetli sarsıntı hissedildi, panik yaşanıyor. Durum tespiti için ekip isteniyor.",Deprem,Orta,İtfaiye,Maltepe,Girne,40.940391,29.128768,
Sultangazi Yunusemre Mahallesi Kadıköy Caddesi Karanfil Sokak yakınlarında'de ana su borusu patladı. Sokak su altında kaldı.,Altyapı Arızası,Yüksek,İGDAŞ,Sultangazi,Yunusemre,41.101948,28.881849,
Sarıyer Rumeli Feneri Mahallesi Taksim Meydanı Lale Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Sarıyer,Rumeli Feneri,41.179468,29.037561,
Adalar Büyükada Mahallesi Beşiktaş Caddesi Atatürk Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Kritik,İGDAŞ,Adalar,Büyükada,40.874451,29.073266,
Büyükçekmece Bahçelievler Mahallesi Vatan Caddesi 3. Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,İtfaiye,Büyükçekmece,Bahçelievler,41.00003,28.591085,
Sultanbeyli Mecidiye Mahallesi Barbaros Bulvarı Güneş Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Kritik,Yol Bakım ve Altyapı,Sultanbeyli,Mecidiye,40.969177,29.273573,
Kadıköy Fenerbahçe Mahallesi Taksim Meydanı Lale Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Yüksek,Orman Bölge Müdürlüğü,Kadıköy,Fenerbahçe,40.996285,29.046386,
Beyoğlu Kasımpaşa Mahallesi Kadıköy Caddesi 5. Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Beyoğlu,Kasımpaşa,41.048035,28.996102,
Kadıköy Göztepe Mahallesi Kartal Caddesi 4. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Kadıköy,Göztepe,41.008627,29.016354,
Esenyurt Yenikent Mahallesi Büyükdere Caddesi Menekşe Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,AFAD,Esenyurt,Yenikent,41.045949,28.687121,
Beykoz Kavacık Mahallesi Cumhuriyet Caddesi 2. Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Yüksek,Sağlık Ekipleri,Beykoz,Kavacık,41.127469,29.101045,
Beyoğlu Tarlabaşı Mahallesi Büyükdere Caddesi Güneş Sokak yakınlarında'de deprem nedeniyle bina çökmesi meydana geldi. Kurtarma ekipleri talep ediliyor.,Deprem,Kritik,AFAD,Beyoğlu,Tarlabaşı,41.033644,28.981876,
Eyüpsultan İslambey Mahallesi Kennedy Caddesi 1. Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Kritik,Trafik Ekipleri,Eyüpsultan,İslambey,41.061999,28.936702,
Büyükçekmece Fatih Mahallesi Kadıköy Caddesi Çiçek Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Yüksek,AFAD,Büyükçekmece,Fatih,41.012398,28.578172,
"Beşiktaş Yıldız Mahallesi Beşiktaş Caddesi Çiçek Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Kritik,BEDAŞ,Beşiktaş,Yıldız,41.04625,29.019893,
Tuzla Aydıntepe Mahallesi Kadıköy Caddesi Fatih Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Kritik,İSKİ,Tuzla,Aydıntepe,40.817575,29.304397,
Sancaktepe Meclis Mahallesi İstiklal Caddesi Gül Sokak yakınlarında'de iş yerinde yangın başladı. Dumandan etkilenenler var.,Bina Yangını,Kritik,İGDAŞ,Sancaktepe,Meclis,41.010673,29.230718,
Silivri Cumhuriyet Mahallesi Kartal Caddesi 2. Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Kritik,İtfaiye,Silivri,Cumhuriyet,41.079267,28.234863,
Sarıyer Emirgan Mahallesi Sahil Yolu Güneş Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Kritik,Sağlık Ekipleri,Sarıyer,Emirgan,41.175348,29.039912,
"Beyoğlu Galata Mahallesi Kadıköy Caddesi Fatih Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Orta,Yol Bakım ve Altyapı,Beyoğlu,Galata,41.028645,28.974174,
Bahçelievler Cumhuriyet Mahallesi Sahil Yolu Çiçek Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Yüksek,Yol Bakım ve Altyapı,Bahçelievler,Cumhuriyet,41.017444,28.851333,
Bağcılar Kirazlı Mahallesi Halaskargazi Caddesi Fatih Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Kritik,AFAD,Bağcılar,Kirazlı,41.016442,28.840886,
Bahçelievler Şirinevler Mahallesi İstiklal Caddesi Yıldız Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Yüksek,AFAD,Bahçelievler,Şirinevler,40.986527,28.851363,
Maltepe İdealtepe Mahallesi Vatan Caddesi Karanfil Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Kritik,AFAD,Maltepe,İdealtepe,40.950865,29.14211,
"Kadıköy Erenköy Mahallesi Mecidiyeköy Yolu Fatih Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Kritik,Yol Bakım ve Altyapı,Kadıköy,Erenköy,41.000872,29.029091,
Şişli Bomonti Mahallesi Cumhuriyet Caddesi Fatih Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Yüksek,Metro İstanbul,Şişli,Bomonti,41.075402,28.978129,
Esenyurt Yenikent Mahallesi Kennedy Caddesi 4. Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Kritik,AFAD,Esenyurt,Yenikent,41.042001,28.680667,
Sancaktepe Emek Mahallesi Kadıköy Caddesi Gül Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Yüksek,İtfaiye,Sancaktepe,Emek,40.980746,29.224043,
Kağıthane Çağlayan Mahallesi Barbaros Bulvarı Mimar Sinan Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Kritik,Orman Bölge Müdürlüğü,Kağıthane,Çağlayan,41.089288,28.980757,
"Maltepe Altıntepe Mahallesi Sahil Yolu 4. Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Orta,İGDAŞ,Maltepe,Altıntepe,40.936237,29.141932,
Sancaktepe Meclis Mahallesi Mecidiyeköy Yolu Menekşe Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Kritik,Yol Bakım ve Altyapı,Sancaktepe,Meclis,41.015073,29.251836,
Çatalca Yalıköy Mahallesi Taksim Meydanı 5. Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Kritik,AFAD,Çatalca,Yalıköy,41.12727,28.46696,
Sancaktepe Emek Mahallesi Beşiktaş Caddesi Güneş Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Yüksek,AFAD,Sancaktepe,Emek,41.004819,29.247128,
Sultanbeyli Mecidiye Mahallesi Kennedy Caddesi Atatürk Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Orta,Ulaşım Daire Başkanlığı,Sultanbeyli,Mecidiye,40.962394,29.255343,
Pendik Yenişehir Mahallesi Cumhuriyet Caddesi Yıldız Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Yüksek,Kurtarma Ekipleri,Pendik,Yenişehir,40.862438,29.250899,
Kartal Esentepe Mahallesi Büyükdere Caddesi 1. Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Kritik,Sağlık Ekipleri,Kartal,Esentepe,40.88628,29.20362,
Ümraniye Kazım Karabekir Mahallesi Beşiktaş Caddesi Yıldız Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Kritik,İSKİ,Ümraniye,Kazım Karabekir,41.029524,29.133955,
Ümraniye Ihlamurkuyu Mahallesi Taksim Meydanı Mimar Sinan Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Yüksek,AFAD,Ümraniye,Ihlamurkuyu,41.023807,29.124927,
Sarıyer Yeniköy Mahallesi Büyükdere Caddesi Yunus Emre Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Orta,İtfaiye,Sarıyer,Yeniköy,41.179419,29.040022,
Esenler Atışalanı Mahallesi Vatan Caddesi Yunus Emre Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Yüksek,Yol Bakım ve Altyapı,Esenler,Atışalanı,41.039576,28.87668,
Kadıköy Fikirtepe Mahallesi Bağdat Caddesi Karanfil Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Kritik,AFAD,Kadıköy,Fikirtepe,40.984469,29.028942,
Esenyurt Fatih Mahallesi Vatan Caddesi Çiçek Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Yüksek,Yol Bakım ve Altyapı,Esenyurt,Fatih,41.027082,28.700723,
"Üsküdar Kuzguncuk Mahallesi Atatürk Caddesi 1. Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Yüksek,İSKİ,Üsküdar,Kuzguncuk,41.031619,29.023041,
Gaziosmanpaşa Bağlarbaşı Mahallesi Vatan Caddesi Orkide Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Kritik,İtfaiye,Gaziosmanpaşa,Bağlarbaşı,41.083896,28.907786,
Büyükçekmece Güzelce Mahallesi Millet Caddesi Çiçek Sokak yakınlarında mahallesinde uzun süredir su kesintisi yaşanıyor. Vatandaşlar şikayetçi.,Altyapı Arızası,Yüksek,İSKİ,Büyükçekmece,Güzelce,41.017018,28.571272,
Beykoz Riva Mahallesi Kennedy Caddesi Lale Sokak yakınlarında'de şiddetli yağış sonrası heyelan riski oluştu. Bölge boşaltılmalı.,Heyelan,Kritik,AFAD,Beykoz,Riva,41.148642,29.080945,
"Bağcılar Kirazlı Mahallesi Mecidiyeköy Yolu Güneş Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Kritik,İtfaiye,Bağcılar,Kirazlı,41.042415,28.868801,
Esenler Fevzi Çakmak Mahallesi Cumhuriyet Caddesi Güneş Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Kritik,İGDAŞ,Esenler,Fevzi Çakmak,41.054692,28.863204,
Beyoğlu Kasımpaşa Mahallesi Vatan Caddesi 4. Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Kritik,İtfaiye,Beyoğlu,Kasımpaşa,41.051345,28.965359,
Çekmeköy Hamidiye Mahallesi İstiklal Caddesi 3. Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Yüksek,AFAD,Çekmeköy,Hamidiye,41.043879,29.150426,
Başakşehir Güvercintepe Mahallesi Kadıköy Caddesi Çiçek Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Kritik,BEDAŞ,Başakşehir,Güvercintepe,41.099551,28.801432,
Ataşehir Ferhatpaşa Mahallesi Sahil Yolu Çiçek Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Ataşehir,Ferhatpaşa,40.981045,29.103179,
Çekmeköy Çatalmeşe Mahallesi Atatürk Caddesi 4. Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Kritik,Sağlık Ekipleri,Çekmeköy,Çatalmeşe,41.016033,29.181516,
Şişli Bomonti Mahallesi Beşiktaş Caddesi 1. Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Yüksek,Kurtarma Ekipleri,Şişli,Bomonti,41.041226,28.996728,
Başakşehir Güvercintepe Mahallesi Büyükdere Caddesi 2. Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Yüksek,Orman Bölge Müdürlüğü,Başakşehir,Güvercintepe,41.110989,28.807291,
,Orman Yangını,Yüksek,İtfaiye,Sarıyer,,41.1667,29.05,Sarıyer ormanlık alanda büyük yangın çıktı. Alevler rüzgarla hızla yayılıyor.
,Orman Yangını,Yüksek,İtfaiye,Sarıyer,,41.1667,29.05,Sarıyer ormanlık alanda büyük yangın çıktı. Alevler rüzgarla hızla yayılıyor.
,Gaz Kaçağı,Kritik,İGDAŞ,Beşiktaş,,41.043,29.0094,"Beşiktaş Levent'te yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli."
,Sel Baskını,Yüksek,İSKİ,Silivri,,41.0736,28.2469,"Silivri, sokakta sular birikmeye başladı yoğun yağış var sel riski var"
,Sel Baskını,Yüksek,İSKİ,Silivri,,41.0736,28.2469,"Silivri, Dere sokak'ta  sular birikmeye başladı yoğun yağış var sel riski var"
,Sel Baskını,Yüksek,İSKİ,Silivri,,41.0736,28.2469,"Silivri, Dere sokakta  sular birikmeye başladı yoğun yağış var sel riski var"
,Orman Yangını,Yüksek,İtfaiye,Sarıyer,,41.1667,29.05,Sarıyer ormanlık alanda büyük yangın çıktı. Alevler rüzgarla hızla yayılıyor.
,Trafik Kazası,Kritik,Trafik Ekipleri,Esenyurt,,41.0333,28.6833,Esenyurt'ta zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.
,Deprem,Orta,AFAD,Avcılar,,40.9792,28.7214,İstanbul Avcılar Merkez Mahallesi Atatürk Caddesi’nde şiddetli bir deprem hissedildi.
